Course Code,Course Name,Course Type,Course Status,Country/Territory,Course Skill,Priority,Training Provider,Managed Type,Delivery Tool Platform,Display Course Type,Specialization,Course Hours,Estimated Housing,Estimated Transportation,Estimated Tuition,Estimated Other,Year,Participants,Main Domain
A20257,CREATIVE PROBLEM SOLVING,Classroom,Active,France,Innovation Strategy & Management,Discretionary,Accenture Local,Local,Live Meeting,Classroom,-,8.0,0.0,0.0,91.74400000000001,0.0,2020,186.0,Cross Accenture
A20257,CREATIVE PROBLEM SOLVING,Classroom,Active,France,Innovation Strategy & Management,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,8.0,0.0,0.0,96.572,0.0,2021,214.0,Cross Accenture
A20257,CREATIVE PROBLEM SOLVING,Classroom,Active,France,Innovation Strategy & Management,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,8.0,0.0,0.0,96.572,0.0,2021,214.0,Cross Accenture
A20257,CREATIVE PROBLEM SOLVING,Classroom,Active,France,Innovation Strategy & Management,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,8.0,0.0,0.0,96.572,0.0,2022,224.0,Cross Accenture
A20257,CREATIVE PROBLEM SOLVING,Classroom,Active,France,Innovation Strategy & Management,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,8.0,0.0,0.0,96.572,0.0,2022,224.0,Cross Accenture
A20343,Responsible Business : comment embarquer vos clients ?,Classroom,Active,France,Climate Change & Sustainability,Discretionary,MYSEZAME,Local,MS Teams,Virtual,Energy Transition,4.0,0.0,0.0,1003.275,0.0,2021,28.0,Sustainability
A20343,Responsible Business : comment embarquer vos clients ?,Classroom,Active,France,Climate Change & Sustainability,Discretionary,MYSEZAME,Local,MS Teams,Virtual,Energy Transition,4.0,0.0,0.0,1003.275,0.0,2021,28.0,Cross Accenture
A20586,Agile (SAFe) for SAP Job Ready Course,Classroom,Active,France,Agile Program Management,Discretionary,Accenture Central,Central,-,Classroom,Agile,24.0,987.0,187.5,1050.0,0.0,2020,231.0,Core Curriculum
A20631,Virtual : MoM PM2 Training,Classroom,Active,France,Agile Project Management,Discretionary,PM2 Alliance,Local,MS Teams,Virtual,Agile,8.0,0.0,0.0,492.06,0.0,2021,16.0,Cross Accenture
A20631,Virtual : MoM PM2 Training,Classroom,Active,France,Agile Project Management,Discretionary,PM2 Alliance,Local,MS Teams,Virtual,Agile,8.0,0.0,0.0,492.06,0.0,2021,16.0,Cross Accenture
A20770,Virtual : Programme d’acquisition de compétences à SAP PaPM,Classroom,Active,France,SAP Profitability & Performance Mgt PaPM,Discretionary,msg global solutions France,Local,MS Teams,Virtual,Platform-led Finance Transformation,23.0,0.0,0.0,4602.0,0.0,2021,10.0,IPS
