Course Code,Course Name,Course Type,Course Status,Country/Territory,Course Skill,Priority,Training Provider,Managed Type,Delivery Tool Platform,Display Course Type,Specialization,Course Hours,Estimated Housing,Estimated Transportation,Estimated Tuition,Estimated Other,Year,Participants,Main Domain
678500,MS eAccent Bootcamp,Classroom,Cancelled,France,-,Discretionary,Accenture - Classroom,Central,-,Classroom,-,0.0,0.0,0.0,0.0,0.0,2021,57.0,Cross Accenture
678500,MS eAccent Bootcamp,Classroom,Cancelled,France,-,Discretionary,Accenture - Classroom,Central,-,Classroom,-,0.0,0.0,0.0,0.0,0.0,2021,57.0,Cross Accenture
678500,MS eAccent Bootcamp,Classroom,Cancelled,France,-,Discretionary,Accenture - Classroom,Central,-,Classroom,-,0.0,0.0,0.0,0.0,0.0,2022,77.0,Cross Accenture
678500,MS eAccent Bootcamp,Classroom,Cancelled,France,-,Discretionary,Accenture - Classroom,Central,-,Classroom,-,0.0,0.0,0.0,0.0,0.0,2022,77.0,Cross Accenture
678500,MS eAccent Bootcamp,Classroom,Cancelled,Mauritius,-,Discretionary,Accenture - Classroom,Central,-,Classroom,-,0.0,0.0,0.0,0.0,0.0,2020,1.0,Cross Accenture
678500,MS eAccent Bootcamp,Classroom,Cancelled,Mauritius,-,Discretionary,Accenture - Classroom,Central,-,Classroom,-,0.0,0.0,0.0,0.0,0.0,2020,1.0,Cross Accenture
A00178,Bootcamp SAP PP (Production Planning),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,Live Meeting,Classroom,-,35.0,0.0,0.0,0.0,0.0,2019,7.0,IPS
A00178,Bootcamp SAP PP (Production Planning),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,Live Meeting,Classroom,-,35.0,0.0,0.0,0.0,0.0,2019,7.0,IPS
A00178,Bootcamp SAP PP (Production Planning),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,35.0,0.0,0.0,0.0,0.0,2020,34.0,IPS
A00178,Bootcamp SAP PP (Production Planning),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,35.0,0.0,0.0,0.0,0.0,2020,34.0,IPS
A00178,Bootcamp SAP PP (Production Planning),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,35.0,1750.0,750.0,0.0,0.0,2021,40.0,IPS
A00178,Bootcamp SAP PP (Production Planning),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,35.0,1750.0,750.0,0.0,0.0,2021,40.0,IPS
A00705,TOULOUSE ONLY - SAP PP,Classroom,Cancelled,France,SAP PP Demand management,Discretionary,Accenture Local,Local,Live Meeting,Classroom,SAP Production Planning,2.0,0.0,0.0,0.0,0.0,2020,8.0,IPS
A00794,MD Momentum – Year 2,Classroom,Active,France,Leadership Development,Discretionary,Accenture Central,Central,MS Teams,Virtual,"Organization, Leadership & Culture",27.0,0.0,0.0,1500.0,0.0,2021,25.0,Leadership Development
A00884,TOULOUSE ONLY - SAP MM,Classroom,Cancelled,France,SAP MM Inventory Management,Discretionary,Accenture Local,Local,MS Teams,Virtual,SAP Inventory,2.0,0.0,0.0,0.0,0.0,2021,4.0,IPS
A01068,TOULOUSE ONLY - SAP Closure,Classroom,Cancelled,France,SAP Project System (PS),Discretionary,Accenture Local,Local,MS Teams,Virtual,SAP Product Lifecycle Mgmt,2.0,0.0,0.0,0.0,0.0,2020,8.0,IPS
A01209,Digital LDP - Virtual,Classroom,Cancelled,France,Design Thinking,Discretionary,Hyper Island,Central,MS Teams,Virtual,-,16.0,0.0,0.0,850.0,0.0,2020,6.0,IPS
A01356,Leader as Coach Virtual Program,Classroom,Active,France,Coaching,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,12.0,0.0,0.0,12.5,0.0,2021,122.0,Leadership Development
A01356,Leader as Coach Virtual Program,Classroom,Active,France,Coaching,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,12.0,0.0,0.0,12.5,0.0,2021,122.0,Leadership Development
A01533,Rainmakers Wave 1: Cloud First Strategy (Live),Classroom,Active,France,Cloud Strategy and Assessment,Discretionary,Accenture Central,Central,MS Teams,Virtual,Cloud Application Advisory,6.0,0.0,0.0,280.0,0.0,2021,27.0,Cloud First
A01533,Rainmakers Wave 1: Cloud First Strategy (Live),Classroom,Active,France,Cloud Strategy and Assessment,Discretionary,Accenture Central,Central,MS Teams,Virtual,Cloud Application Advisory,6.0,0.0,0.0,280.0,0.0,2021,27.0,Cloud First
A01736,SAP Delivering SuccessFactors in the New Master Class (Virtual),Classroom,Active,France,SAP Business ByDesign HR,Discretionary,Accenture Central,Central,MS Teams,Virtual,SAP ByDesign,8.0,0.0,0.0,40.0,0.0,2020,3.0,IPS
A01736,SAP Delivering SuccessFactors in the New Master Class (Virtual),Classroom,Active,France,SAP Business ByDesign HR,Discretionary,Accenture Central,Central,MS Teams,Virtual,SAP ByDesign,8.0,0.0,0.0,40.0,0.0,2020,3.0,IPS
A01736,SAP Delivering SuccessFactors in the New Master Class (Virtual),Classroom,Active,France,SAP Business ByDesign HR,Discretionary,Accenture Central,Central,MS Teams,Virtual,SAP ByDesign,9.0,0.0,0.0,100.0,0.0,2021,7.0,IPS
A01736,SAP Delivering SuccessFactors in the New Master Class (Virtual),Classroom,Active,France,SAP Business ByDesign HR,Discretionary,Accenture Central,Central,MS Teams,Virtual,SAP ByDesign,9.0,0.0,0.0,100.0,0.0,2021,7.0,IPS
A01779,Durabilité et résilience : quels enjeux ?,Classroom,Active,France,Climate Change & Sustainability,Discretionary,The Camp,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,32.725,0.0,2020,876.0,Sustainability
A01779,Durabilité et résilience : quels enjeux ?,Classroom,Active,France,Climate Change & Sustainability,Discretionary,The Camp,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,32.725,0.0,2020,876.0,Sustainability
A01779,Durabilité et résilience : quels enjeux ?,Classroom,Active,France,Climate Change & Sustainability,Discretionary,The Camp,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,0.0,0.0,2021,1442.0,Sustainability
A01779,Durabilité et résilience : quels enjeux ?,Classroom,Active,France,Climate Change & Sustainability,Discretionary,The Camp,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,0.0,0.0,2021,1442.0,Sustainability
A01779,Durabilité et résilience : quels enjeux ?,Classroom,Active,France,Climate Change & Sustainability,Discretionary,The Camp,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,0.0,0.0,2022,1670.0,Sustainability
A01779,Durabilité et résilience : quels enjeux ?,Classroom,Active,France,Climate Change & Sustainability,Discretionary,The Camp,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,0.0,0.0,2022,1670.0,Sustainability
A01841,VMware Cloud on AWS: Deploy and Manage,Classroom,Active,France,VMWare Cloud Administration,Discretionary,Accenture Central,Central,MS Teams,Virtual,Cloud Infra Implementation,24.0,0.0,0.0,105.0,0.0,2020,5.0,Cloud First
A01880,CDTS Deal ready Program,Classroom,Active,France,Project Finances,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,80.0,0.0,0.0,20.0,0.0,2020,3.0,Cross Accenture
A02103,VIRTUAL: NTATC - Méthodologies de tests fonctionnels - tous les concepts,Classroom,Active,France,Application Compatibility Testing,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,2.0,0.0,0.0,0.0,0.0,2021,16.0,IPS
A02103,VIRTUAL: NTATC - Méthodologies de tests fonctionnels - tous les concepts,Classroom,Active,France,Application Compatibility Testing,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,2.0,0.0,0.0,0.0,0.0,2021,16.0,IPS
A02103,VIRTUAL: NTATC - Méthodologies de tests fonctionnels - tous les concepts,Classroom,Active,France,Application Compatibility Testing,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,2.0,0.0,0.0,0.0,0.0,2022,18.0,IPS
A02103,VIRTUAL: NTATC - Méthodologies de tests fonctionnels - tous les concepts,Classroom,Active,France,Application Compatibility Testing,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,2.0,0.0,0.0,0.0,0.0,2022,18.0,IPS
A03236,Myconcerto,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,8.0,0.0,0.0,0.0,0.0,2020,19.0,Cross Accenture
A04408,Climate Fresk,Classroom,Active,France,Climate Change & Sustainability,Discretionary,Climate Collage,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,4.0,0.0,2021,135.0,Sustainability
A04408,Climate Fresk,Classroom,Active,France,Climate Change & Sustainability,Discretionary,Climate Collage,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,4.0,0.0,2021,135.0,Sustainability
A04417,Accenture Led - HCM Services Practical,Classroom,Active,France,Workday Core HCM,Discretionary,Accenture Central,Central,MS Teams,Virtual,Workday HCM,40.0,0.0,0.0,600.0,0.0,2020,1.0,Cross Accenture
A04417,Accenture Led - HCM Services Practical,Classroom,Active,France,Workday Core HCM,Discretionary,Accenture Central,Central,MS Teams,Virtual,Workday HCM,40.0,0.0,0.0,600.0,0.0,2020,1.0,Cross Accenture
A04417,Accenture Led - HCM Services Practical,Classroom,Active,France,Workday Core HCM,Discretionary,Accenture Central,Central,MS Teams,Virtual,Workday HCM,40.0,0.0,0.0,700.0,0.0,2021,3.0,Cross Accenture
A04417,Accenture Led - HCM Services Practical,Classroom,Active,France,Workday Core HCM,Discretionary,Accenture Central,Central,MS Teams,Virtual,Workday HCM,40.0,0.0,0.0,700.0,0.0,2021,3.0,Cross Accenture
A04625,GLN - CORE - Deals Review,Classroom,Cancelled,France,Contractual Deliverables and Obligations Management,Discretionary,Accenture Central,Central,MS Teams,Virtual,Supplier Strategy,1.5,0.0,0.0,50.0,0.0,2020,2.0,Core Curriculum
A04685,Preparation Certification SAC (Virtual) - SAP Analytics Cloud,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,8.0,0.0,0.0,0.0,0.0,2020,9.0,Cloud First
A04729,Salesforce Commerce Cloud,Classroom,Cancelled,France,Salesforce Marketing Cloud,Discretionary,Accenture Local,Local,MS Teams,Virtual,Salesforce Marketing,16.0,0.0,0.0,0.0,0.0,2020,6.0,Cloud First
A04762,Virtuel - Urgence écologique : comment s'engager à travers son emploi ?,Classroom,Cancelled,France,Environment Health and Safety,Discretionary,Mouvement Up,Local,MS Teams,Virtual,Capital Projects,1.0,0.0,0.0,0.0,0.0,2020,26.0,Sustainability
A04779,Bootcamp SAP S/4 Central Finance (Virtual),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,24.0,0.0,0.0,0.0,0.0,2020,19.0,IPS
A04817,Bootcamp SAP CX – Field Service Management,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,24.0,0.0,0.0,0.0,0.0,2020,6.0,IPS
A04817,Bootcamp SAP CX – Field Service Management,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,24.0,0.0,0.0,0.0,0.0,2020,6.0,IPS
A04817,Bootcamp SAP CX – Field Service Management,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,24.0,0.0,0.0,0.0,0.0,2021,10.0,IPS
A04817,Bootcamp SAP CX – Field Service Management,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,24.0,0.0,0.0,0.0,0.0,2021,10.0,IPS
A04940,Preparation Certification SAP BW/4 Hana (Virtual),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,8.0,0.0,0.0,0.0,0.0,2021,3.0,IPS
A04940,Preparation Certification SAP BW/4 Hana (Virtual),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,8.0,0.0,0.0,0.0,0.0,2021,3.0,IPS
A04947,ACE+ Sandbox Walkthrough,Classroom,Cancelled,France,Accenture Solutions.AI - Customer Engagement,Discretionary,Accenture Local,Local,MS Teams,Virtual,Marketing Strat and Services,1.5,0.0,0.0,0.0,0.0,2020,39.0,Cross Accenture
A04993,Bootcamp EWM,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,21.0,0.0,0.0,0.0,0.0,2020,14.0,Cross Accenture
A04993,Bootcamp EWM,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,21.0,0.0,0.0,0.0,0.0,2020,14.0,Cross Accenture
A04993,Bootcamp EWM,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,21.0,0.0,0.0,0.0,0.0,2021,21.0,Cross Accenture
A04993,Bootcamp EWM,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,21.0,0.0,0.0,0.0,0.0,2021,21.0,Cross Accenture
A05123,Certification SAP IBP (Virtual) - Integrated Business Planning,Classroom,Cancelled,France,SAP Integrated Business Planning IBP,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,16.0,0.0,0.0,0.0,0.0,2021,7.0,IPS
A05123,Certification SAP IBP (Virtual) - Integrated Business Planning,Classroom,Cancelled,France,SAP Integrated Business Planning IBP,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,16.0,0.0,0.0,0.0,0.0,2021,7.0,IPS
A05250,M&A Essentials – Carve-out for S&C,Classroom,Cancelled,France,M&A Inorganic Growth Strategy,Discretionary,Accenture Local,Local,MS Teams,Virtual,M&A Strategy & Capability Development,1.5,0.0,0.0,0.0,0.0,2020,52.0,Cross Accenture
A05289,ZBx Unplugged Series,Classroom,Active,France,Zero Based Budgeting (ZBB),Discretionary,Accenture Local,Local,MS Teams,Virtual,Strategic Cost Reduction,1.0,0.0,0.0,0.0,0.0,2019,28.0,Cross Accenture
A05289,ZBx Unplugged Series,Classroom,Active,France,Zero Based Budgeting (ZBB),Discretionary,Accenture Local,Local,MS Teams,Virtual,Strategic Cost Reduction,1.0,0.0,0.0,0.0,0.0,2019,28.0,Cross Accenture
A05289,ZBx Unplugged Series,Classroom,Active,France,Zero Based Budgeting (ZBB),Discretionary,Accenture Local,Local,MS Teams,Virtual,Strategic Cost Reduction,1.0,0.0,0.0,0.0,0.0,2020,340.0,Cross Accenture
A05289,ZBx Unplugged Series,Classroom,Active,France,Zero Based Budgeting (ZBB),Discretionary,Accenture Local,Local,MS Teams,Virtual,Strategic Cost Reduction,1.0,0.0,0.0,0.0,0.0,2020,340.0,Cross Accenture
A05289,ZBx Unplugged Series,Classroom,Active,France,Zero Based Budgeting (ZBB),Discretionary,Accenture Local,Local,MS Teams,Virtual,Strategic Cost Reduction,1.0,0.0,0.0,0.0,0.0,2021,376.0,Cross Accenture
A05289,ZBx Unplugged Series,Classroom,Active,France,Zero Based Budgeting (ZBB),Discretionary,Accenture Local,Local,MS Teams,Virtual,Strategic Cost Reduction,1.0,0.0,0.0,0.0,0.0,2021,376.0,Cross Accenture
A05314,Toulouse Data Vortex - Vocabulaire & Jobs (Training),Classroom,Active,France,Artificial Intelligence(AI),Discretionary,Accenture Local,Local,MS Teams,Virtual,Applied Intelligence Strategy,1.0,0.0,0.0,0.0,0.0,2021,234.0,Cross Accenture
A05314,Toulouse Data Vortex - Vocabulaire & Jobs (Training),Classroom,Active,France,Artificial Intelligence(AI),Discretionary,Accenture Local,Local,MS Teams,Virtual,Applied Intelligence Strategy,1.0,0.0,0.0,0.0,0.0,2021,234.0,Cross Accenture
A05372,ServiceNow Risk & Compliance Implementation,Classroom,Active,France,ServiceNow Governance Risk and Compliance,Discretionary,Accenture Central,Central,Zoom,Virtual,ServiceNow,16.0,0.0,0.0,200.0,0.0,2020,4.0,Cloud First
A05395,Quality Management,Classroom,Cancelled,France,Broadcasting Media,Discretionary,Accenture Local,Local,MS Teams,Virtual,Media,6.0,0.0,0.0,0.0,0.0,2020,87.0,Delivery
A05429,DevOps Foundation with Certification (DOFD),Classroom,Active,France,DevOps,Discretionary,Accenture Central,Central,MS Teams,Virtual,Development & Operations Architectures,16.0,0.0,0.0,100.0,0.0,2021,312.0,Cross Accenture
A05429,DevOps Foundation with Certification (DOFD),Classroom,Active,France,DevOps,Discretionary,Accenture Central,Central,MS Teams,Virtual,Development & Operations Architectures,16.0,0.0,0.0,100.0,0.0,2021,312.0,Cross Accenture
A05429,DevOps Foundation with Certification (DOFD),Classroom,Active,France,DevOps,Discretionary,DevOps Institute,Central,MS Teams,Virtual,Development & Operations Architectures,16.0,0.0,0.0,59.375,0.0,2022,416.0,Cross Accenture
A05429,DevOps Foundation with Certification (DOFD),Classroom,Active,France,DevOps,Discretionary,DevOps Institute,Central,MS Teams,Virtual,Development & Operations Architectures,16.0,0.0,0.0,59.375,0.0,2022,416.0,Cross Accenture
A05493,A&D Academy - Finance,Classroom,Active,France,Aerospace & Defense (A&D) Fundamentals,Discretionary,Accenture Local,Local,Live Meeting,Classroom,Aerospace & Defense,2.0,0.0,0.0,0.0,0.0,2020,62.0,Cross Accenture
A05493,A&D Academy - Finance,Classroom,Active,France,Aerospace & Defense (A&D) Fundamentals,Discretionary,Accenture Local,Local,Live Meeting,Classroom,Aerospace & Defense,2.0,0.0,0.0,0.0,0.0,2020,62.0,Cross Accenture
A05493,A&D Academy - Finance,Classroom,Active,France,Aerospace & Defense (A&D) Fundamentals,Discretionary,Accenture Local,Local,MS Teams,Virtual,Aerospace & Defense,2.0,0.0,0.0,0.0,0.0,2021,80.0,Cross Accenture
A05493,A&D Academy - Finance,Classroom,Active,France,Aerospace & Defense (A&D) Fundamentals,Discretionary,Accenture Local,Local,MS Teams,Virtual,Aerospace & Defense,2.0,0.0,0.0,0.0,0.0,2021,80.0,Cross Accenture
A05496,A&D Academy - Production basics,Classroom,Active,France,Aerospace & Defense (A&D) Fundamentals,Discretionary,Accenture Local,Local,MS Teams,Virtual,Aerospace & Defense,2.0,0.0,0.0,0.0,0.0,2020,150.0,Cross Accenture
A05496,A&D Academy - Production basics,Classroom,Active,France,Aerospace & Defense (A&D) Fundamentals,Discretionary,Accenture Local,Local,MS Teams,Virtual,Aerospace & Defense,2.0,0.0,0.0,0.0,0.0,2021,174.0,Cross Accenture
A05551,Leading SAFe,Classroom,Active,France,Agile Planning & Estimation,Discretionary,Accenture Central,Central,MS Teams,Virtual,Agile,21.0,0.0,0.0,49.5,0.0,2021,39.0,Cross Accenture
A05551,Leading SAFe,Classroom,Active,France,Agile Planning & Estimation,Discretionary,Accenture Central,Central,MS Teams,Virtual,Agile,21.0,0.0,0.0,49.5,0.0,2021,39.0,Cross Accenture
A05551,Leading SAFe,Classroom,Active,Netherlands,Agile Planning & Estimation,Discretionary,Accenture Central,Central,-,Classroom,Agile,16.0,35.64,0.0,99.0,0.0,2019,3.0,Cross Accenture
A05551,Leading SAFe,Classroom,Active,Netherlands,Agile Planning & Estimation,Discretionary,Accenture Central,Central,-,Classroom,Agile,16.0,35.64,0.0,99.0,0.0,2019,3.0,Cross Accenture
A05602,ZBx for Technology Immersion,Classroom,Active,France,IT Transformation Planning,Discretionary,Accenture Central,Central,-,Classroom,-,20.0,900.0,2900.0,1250.0,0.0,2020,3.0,Cross Technology
A05602,ZBx for Technology Immersion,Classroom,Active,France,IT Transformation Planning,Discretionary,Accenture Central,Central,-,Classroom,-,20.0,900.0,2900.0,1250.0,0.0,2020,3.0,Cross Technology
A05602,ZBx for Technology Immersion,Classroom,Active,France,IT Transformation Planning,Discretionary,Accenture Central,Central,Desire2Learn,Virtual,-,20.0,0.0,0.0,300.0,0.0,2021,8.0,Cross Technology
A05602,ZBx for Technology Immersion,Classroom,Active,France,IT Transformation Planning,Discretionary,Accenture Central,Central,Desire2Learn,Virtual,-,20.0,0.0,0.0,300.0,0.0,2021,8.0,Cross Technology
A05709,Accenture Coupa / LLamasoft Integration and Update,Classroom,Active,France,Coupa,Discretionary,Coupa,Central,MS Teams,Virtual,-,1.0,0.0,0.0,5.0,0.0,2021,25.0,Cross Accenture
A05709,Accenture Coupa / LLamasoft Integration and Update,Classroom,Active,France,Coupa,Discretionary,Coupa,Central,MS Teams,Virtual,-,1.0,0.0,0.0,5.0,0.0,2021,25.0,Cross Accenture
A05750,Einstein Analytics,Classroom,Cancelled,France,Data Visualization,Discretionary,Accenture Local,Local,MS Teams,Virtual,Data Visualization,1.0,0.0,0.0,0.0,0.0,2020,17.0,Cross Accenture
A05763,How to say No,Classroom,Active,France,Negotiation,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,1.5,0.0,0.0,52.5,0.0,2021,44.0,Cross Accenture
A05763,How to say No,Classroom,Active,France,Negotiation,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,1.5,0.0,0.0,52.5,0.0,2021,44.0,Cross Accenture
A06032,"Frontend Engineering, Architecture, and Development (FEAD) Webinar Series - FY20",Classroom,Cancelled,France,Multiplatform Front End Development Angular,Discretionary,Accenture Local,Local,MS Teams,Virtual,Javascript Full-Stack Engineering,2.0,0.0,0.0,0.0,0.0,2020,16.0,Cross Technology
A06375,Incident Management (IM) in Accenture Support Fulfillment,Virtual,Active,France,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2020,6.0,Delivery
A06375,Incident Management (IM) in Accenture Support Fulfillment,Virtual,Active,France,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2020,6.0,Delivery
A06375,Incident Management (IM) in Accenture Support Fulfillment,Virtual,Active,France,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2021,8.0,Delivery
A06375,Incident Management (IM) in Accenture Support Fulfillment,Virtual,Active,France,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2021,8.0,Delivery
A06375,Incident Management (IM) in Accenture Support Fulfillment,Virtual,Active,Belgium,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2019,2.0,Delivery
A06375,Incident Management (IM) in Accenture Support Fulfillment,Virtual,Active,Belgium,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2019,2.0,Delivery
A06441,Problem Management (PM) in Accenture Support Fulfillment,Virtual,Active,France,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2020,2.0,Delivery
A06522,Change and Release Management (CRM) in Accenture Support Fulfillment,Virtual,Active,France,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2020,2.0,Delivery
A06813,Communication and Media Masterclass,Classroom,Active,France,Cloud Strategy and Assessment,Discretionary,Accenture Central,Central,MS Teams,Virtual,Cloud Application Advisory,15.0,0.0,0.0,125.0,0.0,2021,18.0,Cross Accenture
A06813,Communication and Media Masterclass,Classroom,Active,France,Cloud Strategy and Assessment,Discretionary,Accenture Central,Central,MS Teams,Virtual,Cloud Application Advisory,15.0,0.0,0.0,125.0,0.0,2021,18.0,Cross Accenture
A06813,Communication and Media Masterclass,Classroom,Active,France,Cloud Strategy and Assessment,Discretionary,Accenture Central,Central,MS Teams,Virtual,Cloud Application Advisory,9.0,0.0,0.0,220.0,0.0,2022,66.0,Cross Accenture
A06813,Communication and Media Masterclass,Classroom,Active,France,Cloud Strategy and Assessment,Discretionary,Accenture Central,Central,MS Teams,Virtual,Cloud Application Advisory,9.0,0.0,0.0,220.0,0.0,2022,66.0,Cross Accenture
A06906,Formation Exalead: fonctionnel,Classroom,Cancelled,France,Siemens eMeter,Discretionary,Accenture Local,Local,MS Teams,Virtual,Transmission & Distribution,8.0,0.0,0.0,0.0,0.0,2020,21.0,Cross Accenture
A06991,Bootcamp SAP EWM  Advanced (Classroom) -  Extented Warehouse Management,Classroom,Cancelled,France,SAP EWM Extended Warehouse Management,Discretionary,Accenture Local,Local,MS Teams,Virtual,SAP Warehousing,24.0,0.0,0.0,0.0,0.0,2021,8.0,IPS
A06991,Bootcamp SAP EWM  Advanced (Classroom) -  Extented Warehouse Management,Classroom,Cancelled,France,SAP EWM Extended Warehouse Management,Discretionary,Accenture Local,Local,MS Teams,Virtual,SAP Warehousing,24.0,0.0,0.0,0.0,0.0,2021,8.0,IPS
A07231,Oracle Certification Prep Seminar (Non ATC),Classroom,Active,France,Oracle Cloud,Discretionary,Oracle University Emea,Central,MS Teams,Virtual,Cloud Infra Implementation,2.0,0.0,0.0,100.0,0.0,2020,7.0,IPS
A07248,Oracle Guided Training Event,Classroom,Active,France,Oracle Cloud,Discretionary,Oracle University Emea,Central,MS Teams,Virtual,Cloud Infra Implementation,12.0,0.0,0.0,250.0,0.0,2020,18.0,IPS
A07846,SI Solution Architecture Core Training - VILT,Classroom,Active,France,Solution Architecting,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,20.0,0.0,0.0,300.0,0.0,2020,8.0,Core Curriculum
A07846,SI Solution Architecture Core Training - VILT,Classroom,Active,France,Solution Architecting,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,20.0,0.0,0.0,300.0,0.0,2020,8.0,Core Curriculum
A07846,SI Solution Architecture Core Training - VILT,Classroom,Active,France,Solution Architecting,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,20.0,0.0,0.0,75.0,0.0,2021,16.0,Core Curriculum
A07846,SI Solution Architecture Core Training - VILT,Classroom,Active,France,Solution Architecting,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,20.0,0.0,0.0,75.0,0.0,2021,16.0,Core Curriculum
A07849,Advanced SI Solution Architect - VILT,Classroom,Active,France,Deal Shaping,Discretionary,Accenture Central,Central,MS Teams,Virtual,Supplier Strategy,20.0,0.0,0.0,37.5,0.0,2021,12.0,Cross Technology
A07849,Advanced SI Solution Architect - VILT,Classroom,Active,France,Deal Shaping,Discretionary,Accenture Central,Central,MS Teams,Virtual,Supplier Strategy,20.0,0.0,0.0,37.5,0.0,2021,12.0,Cross Technology
A07852,Application Outsourcing Solution Architect Essentials - VILT,Classroom,Active,France,Solution Architecting,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,24.0,0.0,0.0,100.0,0.0,2020,2.0,Cross Technology
A07852,Application Outsourcing Solution Architect Essentials - VILT,Classroom,Active,France,Solution Architecting,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,24.0,0.0,0.0,100.0,0.0,2020,2.0,Cross Technology
A07951,SOCIALIZING FOR NETWORKING,Classroom,Active,France,Business Insight,Discretionary,TELELANGUE,Local,Live Meeting,Classroom,-,4.0,0.0,0.0,122.529,0.0,2019,10.0,Cross Accenture
A07951,SOCIALIZING FOR NETWORKING,Classroom,Active,France,Business Insight,Discretionary,TELELANGUE,Local,Live Meeting,Classroom,-,4.0,0.0,0.0,122.529,0.0,2019,10.0,Cross Accenture
A07951,SOCIALIZING FOR NETWORKING,Classroom,Active,France,Business Insight,Discretionary,TELELANGUE,Local,Live Meeting,Classroom,-,4.0,0.0,0.0,245.058,0.0,2020,28.0,Cross Accenture
A07951,SOCIALIZING FOR NETWORKING,Classroom,Active,France,Business Insight,Discretionary,TELELANGUE,Local,Live Meeting,Classroom,-,4.0,0.0,0.0,245.058,0.0,2020,28.0,Cross Accenture
