Course Code,Course Name,Course Type,Course Status,Country/Territory,Course Skill,Priority,Training Provider,Managed Type,Delivery Tool Platform,Display Course Type,Specialization,Course Hours,Estimated Housing,Estimated Transportation,Estimated Tuition,Estimated Other,Year,Main Domain,Classes
678500,MS eAccent Bootcamp,Classroom,Cancelled,France,-,Discretionary,Accenture - Classroom,Central,-,Classroom,-,0.0,0.0,0.0,0.0,0.0,2021,Cross Accenture,Class 6
678500,MS eAccent Bootcamp,Classroom,Cancelled,France,-,Discretionary,Accenture - Classroom,Central,-,Classroom,-,0.0,0.0,0.0,0.0,0.0,2021,Cross Accenture,Class 6
678500,MS eAccent Bootcamp,Classroom,Cancelled,France,-,Discretionary,Accenture - Classroom,Central,-,Classroom,-,0.0,0.0,0.0,0.0,0.0,2022,Cross Accenture,Class 8
678500,MS eAccent Bootcamp,Classroom,Cancelled,France,-,Discretionary,Accenture - Classroom,Central,-,Classroom,-,0.0,0.0,0.0,0.0,0.0,2022,Cross Accenture,Class 8
678500,MS eAccent Bootcamp,Classroom,Cancelled,Mauritius,-,Discretionary,Accenture - Classroom,Central,-,Classroom,-,0.0,0.0,0.0,0.0,0.0,2020,Cross Accenture,Class 0
678500,MS eAccent Bootcamp,Classroom,Cancelled,Mauritius,-,Discretionary,Accenture - Classroom,Central,-,Classroom,-,0.0,0.0,0.0,0.0,0.0,2020,Cross Accenture,Class 0
A00178,Bootcamp SAP PP (Production Planning),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,Live Meeting,Classroom,-,35.0,0.0,0.0,0.0,0.0,2019,IPS,Class 1
A00178,Bootcamp SAP PP (Production Planning),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,Live Meeting,Classroom,-,35.0,0.0,0.0,0.0,0.0,2019,IPS,Class 1
A00178,Bootcamp SAP PP (Production Planning),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,35.0,0.0,0.0,0.0,0.0,2020,IPS,Class 4
A00178,Bootcamp SAP PP (Production Planning),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,35.0,0.0,0.0,0.0,0.0,2020,IPS,Class 4
A00178,Bootcamp SAP PP (Production Planning),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,35.0,1750.0,750.0,0.0,0.0,2021,IPS,Class 5
A00178,Bootcamp SAP PP (Production Planning),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,35.0,1750.0,750.0,0.0,0.0,2021,IPS,Class 5
A00705,TOULOUSE ONLY - SAP PP,Classroom,Cancelled,France,SAP PP Demand management,Discretionary,Accenture Local,Local,Live Meeting,Classroom,SAP Production Planning,2.0,0.0,0.0,0.0,0.0,2020,IPS,Class 1
A00794,MD Momentum – Year 2,Classroom,Active,France,Leadership Development,Discretionary,Accenture Central,Central,MS Teams,Virtual,"Organization, Leadership & Culture",27.0,0.0,0.0,1500.0,0.0,2021,Leadership Development,Class 3
A00884,TOULOUSE ONLY - SAP MM,Classroom,Cancelled,France,SAP MM Inventory Management,Discretionary,Accenture Local,Local,MS Teams,Virtual,SAP Inventory,2.0,0.0,0.0,0.0,0.0,2021,IPS,Class 0
A01068,TOULOUSE ONLY - SAP Closure,Classroom,Cancelled,France,SAP Project System (PS),Discretionary,Accenture Local,Local,MS Teams,Virtual,SAP Product Lifecycle Mgmt,2.0,0.0,0.0,0.0,0.0,2020,IPS,Class 1
A01209,Digital LDP - Virtual,Classroom,Cancelled,France,Design Thinking,Discretionary,Hyper Island,Central,MS Teams,Virtual,-,16.0,0.0,0.0,850.0,0.0,2020,IPS,Class 1
A01356,Leader as Coach Virtual Program,Classroom,Active,France,Coaching,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,12.0,0.0,0.0,12.5,0.0,2021,Leadership Development,Class 10
A01356,Leader as Coach Virtual Program,Classroom,Active,France,Coaching,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,12.0,0.0,0.0,12.5,0.0,2021,Leadership Development,Class 10
A01533,Rainmakers Wave 1: Cloud First Strategy (Live),Classroom,Active,France,Cloud Strategy and Assessment,Discretionary,Accenture Central,Central,MS Teams,Virtual,Cloud Application Advisory,6.0,0.0,0.0,280.0,0.0,2021,Cloud First,Class 3
A01533,Rainmakers Wave 1: Cloud First Strategy (Live),Classroom,Active,France,Cloud Strategy and Assessment,Discretionary,Accenture Central,Central,MS Teams,Virtual,Cloud Application Advisory,6.0,0.0,0.0,280.0,0.0,2021,Cloud First,Class 3
A01736,SAP Delivering SuccessFactors in the New Master Class (Virtual),Classroom,Active,France,SAP Business ByDesign HR,Discretionary,Accenture Central,Central,MS Teams,Virtual,SAP ByDesign,8.0,0.0,0.0,40.0,0.0,2020,IPS,Class 0
A01736,SAP Delivering SuccessFactors in the New Master Class (Virtual),Classroom,Active,France,SAP Business ByDesign HR,Discretionary,Accenture Central,Central,MS Teams,Virtual,SAP ByDesign,8.0,0.0,0.0,40.0,0.0,2020,IPS,Class 0
A01736,SAP Delivering SuccessFactors in the New Master Class (Virtual),Classroom,Active,France,SAP Business ByDesign HR,Discretionary,Accenture Central,Central,MS Teams,Virtual,SAP ByDesign,9.0,0.0,0.0,100.0,0.0,2021,IPS,Class 1
A01736,SAP Delivering SuccessFactors in the New Master Class (Virtual),Classroom,Active,France,SAP Business ByDesign HR,Discretionary,Accenture Central,Central,MS Teams,Virtual,SAP ByDesign,9.0,0.0,0.0,100.0,0.0,2021,IPS,Class 1
A01779,Durabilité et résilience : quels enjeux ?,Classroom,Active,France,Climate Change & Sustainability,Discretionary,The Camp,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,32.725,0.0,2020,Sustainability,Class 11
A01779,Durabilité et résilience : quels enjeux ?,Classroom,Active,France,Climate Change & Sustainability,Discretionary,The Camp,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,32.725,0.0,2020,Sustainability,Class 11
A01779,Durabilité et résilience : quels enjeux ?,Classroom,Active,France,Climate Change & Sustainability,Discretionary,The Camp,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,0.0,0.0,2021,Sustainability,Class 11
A01779,Durabilité et résilience : quels enjeux ?,Classroom,Active,France,Climate Change & Sustainability,Discretionary,The Camp,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,0.0,0.0,2021,Sustainability,Class 11
A01779,Durabilité et résilience : quels enjeux ?,Classroom,Active,France,Climate Change & Sustainability,Discretionary,The Camp,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,0.0,0.0,2022,Sustainability,Class 11
A01779,Durabilité et résilience : quels enjeux ?,Classroom,Active,France,Climate Change & Sustainability,Discretionary,The Camp,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,0.0,0.0,2022,Sustainability,Class 11
A01841,VMware Cloud on AWS: Deploy and Manage,Classroom,Active,France,VMWare Cloud Administration,Discretionary,Accenture Central,Central,MS Teams,Virtual,Cloud Infra Implementation,24.0,0.0,0.0,105.0,0.0,2020,Cloud First,Class 1
A01880,CDTS Deal ready Program,Classroom,Active,France,Project Finances,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,80.0,0.0,0.0,20.0,0.0,2020,Cross Accenture,Class 0
A02103,VIRTUAL: NTATC - Méthodologies de tests fonctionnels - tous les concepts,Classroom,Active,France,Application Compatibility Testing,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,2.0,0.0,0.0,0.0,0.0,2021,IPS,Class 2
A02103,VIRTUAL: NTATC - Méthodologies de tests fonctionnels - tous les concepts,Classroom,Active,France,Application Compatibility Testing,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,2.0,0.0,0.0,0.0,0.0,2021,IPS,Class 2
A02103,VIRTUAL: NTATC - Méthodologies de tests fonctionnels - tous les concepts,Classroom,Active,France,Application Compatibility Testing,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,2.0,0.0,0.0,0.0,0.0,2022,IPS,Class 2
A02103,VIRTUAL: NTATC - Méthodologies de tests fonctionnels - tous les concepts,Classroom,Active,France,Application Compatibility Testing,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,2.0,0.0,0.0,0.0,0.0,2022,IPS,Class 2
A03236,Myconcerto,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,8.0,0.0,0.0,0.0,0.0,2020,Cross Accenture,Class 2
A04408,Climate Fresk,Classroom,Active,France,Climate Change & Sustainability,Discretionary,Climate Collage,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,4.0,0.0,2021,Sustainability,Class 10
A04408,Climate Fresk,Classroom,Active,France,Climate Change & Sustainability,Discretionary,Climate Collage,Local,MS Teams,Virtual,Energy Transition,3.0,0.0,0.0,4.0,0.0,2021,Sustainability,Class 10
A04417,Accenture Led - HCM Services Practical,Classroom,Active,France,Workday Core HCM,Discretionary,Accenture Central,Central,MS Teams,Virtual,Workday HCM,40.0,0.0,0.0,600.0,0.0,2020,Cross Accenture,Class 0
A04417,Accenture Led - HCM Services Practical,Classroom,Active,France,Workday Core HCM,Discretionary,Accenture Central,Central,MS Teams,Virtual,Workday HCM,40.0,0.0,0.0,600.0,0.0,2020,Cross Accenture,Class 0
A04417,Accenture Led - HCM Services Practical,Classroom,Active,France,Workday Core HCM,Discretionary,Accenture Central,Central,MS Teams,Virtual,Workday HCM,40.0,0.0,0.0,700.0,0.0,2021,Cross Accenture,Class 0
A04417,Accenture Led - HCM Services Practical,Classroom,Active,France,Workday Core HCM,Discretionary,Accenture Central,Central,MS Teams,Virtual,Workday HCM,40.0,0.0,0.0,700.0,0.0,2021,Cross Accenture,Class 0
A04625,GLN - CORE - Deals Review,Classroom,Cancelled,France,Contractual Deliverables and Obligations Management,Discretionary,Accenture Central,Central,MS Teams,Virtual,Supplier Strategy,1.5,0.0,0.0,50.0,0.0,2020,Core Curriculum,Class 0
A04685,Preparation Certification SAC (Virtual) - SAP Analytics Cloud,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,8.0,0.0,0.0,0.0,0.0,2020,Cloud First,Class 1
A04729,Salesforce Commerce Cloud,Classroom,Cancelled,France,Salesforce Marketing Cloud,Discretionary,Accenture Local,Local,MS Teams,Virtual,Salesforce Marketing,16.0,0.0,0.0,0.0,0.0,2020,Cloud First,Class 1
A04762,Virtuel - Urgence écologique : comment s'engager à travers son emploi ?,Classroom,Cancelled,France,Environment Health and Safety,Discretionary,Mouvement Up,Local,MS Teams,Virtual,Capital Projects,1.0,0.0,0.0,0.0,0.0,2020,Sustainability,Class 3
A04779,Bootcamp SAP S/4 Central Finance (Virtual),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,24.0,0.0,0.0,0.0,0.0,2020,IPS,Class 2
A04817,Bootcamp SAP CX – Field Service Management,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,24.0,0.0,0.0,0.0,0.0,2020,IPS,Class 1
A04817,Bootcamp SAP CX – Field Service Management,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,24.0,0.0,0.0,0.0,0.0,2020,IPS,Class 1
A04817,Bootcamp SAP CX – Field Service Management,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,24.0,0.0,0.0,0.0,0.0,2021,IPS,Class 2
A04817,Bootcamp SAP CX – Field Service Management,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,24.0,0.0,0.0,0.0,0.0,2021,IPS,Class 2
A04940,Preparation Certification SAP BW/4 Hana (Virtual),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,8.0,0.0,0.0,0.0,0.0,2021,IPS,Class 0
A04940,Preparation Certification SAP BW/4 Hana (Virtual),Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,8.0,0.0,0.0,0.0,0.0,2021,IPS,Class 0
A04947,ACE+ Sandbox Walkthrough,Classroom,Cancelled,France,Accenture Solutions.AI - Customer Engagement,Discretionary,Accenture Local,Local,MS Teams,Virtual,Marketing Strat and Services,1.5,0.0,0.0,0.0,0.0,2020,Cross Accenture,Class 4
A04993,Bootcamp EWM,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,21.0,0.0,0.0,0.0,0.0,2020,Cross Accenture,Class 2
A04993,Bootcamp EWM,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,21.0,0.0,0.0,0.0,0.0,2020,Cross Accenture,Class 2
A04993,Bootcamp EWM,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,21.0,0.0,0.0,0.0,0.0,2021,Cross Accenture,Class 3
A04993,Bootcamp EWM,Classroom,Cancelled,France,-,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,21.0,0.0,0.0,0.0,0.0,2021,Cross Accenture,Class 3
A05123,Certification SAP IBP (Virtual) - Integrated Business Planning,Classroom,Cancelled,France,SAP Integrated Business Planning IBP,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,16.0,0.0,0.0,0.0,0.0,2021,IPS,Class 1
A05123,Certification SAP IBP (Virtual) - Integrated Business Planning,Classroom,Cancelled,France,SAP Integrated Business Planning IBP,Discretionary,Accenture Local,Local,MS Teams,Virtual,-,16.0,0.0,0.0,0.0,0.0,2021,IPS,Class 1
A05250,M&A Essentials – Carve-out for S&C,Classroom,Cancelled,France,M&A Inorganic Growth Strategy,Discretionary,Accenture Local,Local,MS Teams,Virtual,M&A Strategy & Capability Development,1.5,0.0,0.0,0.0,0.0,2020,Cross Accenture,Class 6
A05289,ZBx Unplugged Series,Classroom,Active,France,Zero Based Budgeting (ZBB),Discretionary,Accenture Local,Local,MS Teams,Virtual,Strategic Cost Reduction,1.0,0.0,0.0,0.0,0.0,2019,Cross Accenture,Class 3
A05289,ZBx Unplugged Series,Classroom,Active,France,Zero Based Budgeting (ZBB),Discretionary,Accenture Local,Local,MS Teams,Virtual,Strategic Cost Reduction,1.0,0.0,0.0,0.0,0.0,2019,Cross Accenture,Class 3
A05289,ZBx Unplugged Series,Classroom,Active,France,Zero Based Budgeting (ZBB),Discretionary,Accenture Local,Local,MS Teams,Virtual,Strategic Cost Reduction,1.0,0.0,0.0,0.0,0.0,2020,Cross Accenture,Class 11
A05289,ZBx Unplugged Series,Classroom,Active,France,Zero Based Budgeting (ZBB),Discretionary,Accenture Local,Local,MS Teams,Virtual,Strategic Cost Reduction,1.0,0.0,0.0,0.0,0.0,2020,Cross Accenture,Class 11
A05289,ZBx Unplugged Series,Classroom,Active,France,Zero Based Budgeting (ZBB),Discretionary,Accenture Local,Local,MS Teams,Virtual,Strategic Cost Reduction,1.0,0.0,0.0,0.0,0.0,2021,Cross Accenture,Class 11
A05289,ZBx Unplugged Series,Classroom,Active,France,Zero Based Budgeting (ZBB),Discretionary,Accenture Local,Local,MS Teams,Virtual,Strategic Cost Reduction,1.0,0.0,0.0,0.0,0.0,2021,Cross Accenture,Class 11
A05314,Toulouse Data Vortex - Vocabulaire & Jobs (Training),Classroom,Active,France,Artificial Intelligence(AI),Discretionary,Accenture Local,Local,MS Teams,Virtual,Applied Intelligence Strategy,1.0,0.0,0.0,0.0,0.0,2021,Cross Accenture,Class 11
A05314,Toulouse Data Vortex - Vocabulaire & Jobs (Training),Classroom,Active,France,Artificial Intelligence(AI),Discretionary,Accenture Local,Local,MS Teams,Virtual,Applied Intelligence Strategy,1.0,0.0,0.0,0.0,0.0,2021,Cross Accenture,Class 11
A05372,ServiceNow Risk & Compliance Implementation,Classroom,Active,France,ServiceNow Governance Risk and Compliance,Discretionary,Accenture Central,Central,Zoom,Virtual,ServiceNow,16.0,0.0,0.0,200.0,0.0,2020,Cloud First,Class 0
A05395,Quality Management,Classroom,Cancelled,France,Broadcasting Media,Discretionary,Accenture Local,Local,MS Teams,Virtual,Media,6.0,0.0,0.0,0.0,0.0,2020,Delivery,Class 9
A05429,DevOps Foundation with Certification (DOFD),Classroom,Active,France,DevOps,Discretionary,Accenture Central,Central,MS Teams,Virtual,Development & Operations Architectures,16.0,0.0,0.0,100.0,0.0,2021,Cross Accenture,Class 11
A05429,DevOps Foundation with Certification (DOFD),Classroom,Active,France,DevOps,Discretionary,Accenture Central,Central,MS Teams,Virtual,Development & Operations Architectures,16.0,0.0,0.0,100.0,0.0,2021,Cross Accenture,Class 11
A05429,DevOps Foundation with Certification (DOFD),Classroom,Active,France,DevOps,Discretionary,DevOps Institute,Central,MS Teams,Virtual,Development & Operations Architectures,16.0,0.0,0.0,59.375,0.0,2022,Cross Accenture,Class 11
A05429,DevOps Foundation with Certification (DOFD),Classroom,Active,France,DevOps,Discretionary,DevOps Institute,Central,MS Teams,Virtual,Development & Operations Architectures,16.0,0.0,0.0,59.375,0.0,2022,Cross Accenture,Class 11
A05493,A&D Academy - Finance,Classroom,Active,France,Aerospace & Defense (A&D) Fundamentals,Discretionary,Accenture Local,Local,Live Meeting,Classroom,Aerospace & Defense,2.0,0.0,0.0,0.0,0.0,2020,Cross Accenture,Class 7
A05493,A&D Academy - Finance,Classroom,Active,France,Aerospace & Defense (A&D) Fundamentals,Discretionary,Accenture Local,Local,Live Meeting,Classroom,Aerospace & Defense,2.0,0.0,0.0,0.0,0.0,2020,Cross Accenture,Class 7
A05493,A&D Academy - Finance,Classroom,Active,France,Aerospace & Defense (A&D) Fundamentals,Discretionary,Accenture Local,Local,MS Teams,Virtual,Aerospace & Defense,2.0,0.0,0.0,0.0,0.0,2021,Cross Accenture,Class 9
A05493,A&D Academy - Finance,Classroom,Active,France,Aerospace & Defense (A&D) Fundamentals,Discretionary,Accenture Local,Local,MS Teams,Virtual,Aerospace & Defense,2.0,0.0,0.0,0.0,0.0,2021,Cross Accenture,Class 9
A05496,A&D Academy - Production basics,Classroom,Active,France,Aerospace & Defense (A&D) Fundamentals,Discretionary,Accenture Local,Local,MS Teams,Virtual,Aerospace & Defense,2.0,0.0,0.0,0.0,0.0,2020,Cross Accenture,Class 10
A05496,A&D Academy - Production basics,Classroom,Active,France,Aerospace & Defense (A&D) Fundamentals,Discretionary,Accenture Local,Local,MS Teams,Virtual,Aerospace & Defense,2.0,0.0,0.0,0.0,0.0,2021,Cross Accenture,Class 10
A05551,Leading SAFe,Classroom,Active,France,Agile Planning & Estimation,Discretionary,Accenture Central,Central,MS Teams,Virtual,Agile,21.0,0.0,0.0,49.5,0.0,2021,Cross Accenture,Class 4
A05551,Leading SAFe,Classroom,Active,France,Agile Planning & Estimation,Discretionary,Accenture Central,Central,MS Teams,Virtual,Agile,21.0,0.0,0.0,49.5,0.0,2021,Cross Accenture,Class 4
A05551,Leading SAFe,Classroom,Active,Netherlands,Agile Planning & Estimation,Discretionary,Accenture Central,Central,-,Classroom,Agile,16.0,35.64,0.0,99.0,0.0,2019,Cross Accenture,Class 0
A05551,Leading SAFe,Classroom,Active,Netherlands,Agile Planning & Estimation,Discretionary,Accenture Central,Central,-,Classroom,Agile,16.0,35.64,0.0,99.0,0.0,2019,Cross Accenture,Class 0
A05602,ZBx for Technology Immersion,Classroom,Active,France,IT Transformation Planning,Discretionary,Accenture Central,Central,-,Classroom,-,20.0,900.0,2900.0,1250.0,0.0,2020,Cross Technology,Class 0
A05602,ZBx for Technology Immersion,Classroom,Active,France,IT Transformation Planning,Discretionary,Accenture Central,Central,-,Classroom,-,20.0,900.0,2900.0,1250.0,0.0,2020,Cross Technology,Class 0
A05602,ZBx for Technology Immersion,Classroom,Active,France,IT Transformation Planning,Discretionary,Accenture Central,Central,Desire2Learn,Virtual,-,20.0,0.0,0.0,300.0,0.0,2021,Cross Technology,Class 1
A05602,ZBx for Technology Immersion,Classroom,Active,France,IT Transformation Planning,Discretionary,Accenture Central,Central,Desire2Learn,Virtual,-,20.0,0.0,0.0,300.0,0.0,2021,Cross Technology,Class 1
A05709,Accenture Coupa / LLamasoft Integration and Update,Classroom,Active,France,Coupa,Discretionary,Coupa,Central,MS Teams,Virtual,-,1.0,0.0,0.0,5.0,0.0,2021,Cross Accenture,Class 3
A05709,Accenture Coupa / LLamasoft Integration and Update,Classroom,Active,France,Coupa,Discretionary,Coupa,Central,MS Teams,Virtual,-,1.0,0.0,0.0,5.0,0.0,2021,Cross Accenture,Class 3
A05750,Einstein Analytics,Classroom,Cancelled,France,Data Visualization,Discretionary,Accenture Local,Local,MS Teams,Virtual,Data Visualization,1.0,0.0,0.0,0.0,0.0,2020,Cross Accenture,Class 2
A05763,How to say No,Classroom,Active,France,Negotiation,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,1.5,0.0,0.0,52.5,0.0,2021,Cross Accenture,Class 5
A05763,How to say No,Classroom,Active,France,Negotiation,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,1.5,0.0,0.0,52.5,0.0,2021,Cross Accenture,Class 5
A06032,"Frontend Engineering, Architecture, and Development (FEAD) Webinar Series - FY20",Classroom,Cancelled,France,Multiplatform Front End Development Angular,Discretionary,Accenture Local,Local,MS Teams,Virtual,Javascript Full-Stack Engineering,2.0,0.0,0.0,0.0,0.0,2020,Cross Technology,Class 2
A06375,Incident Management (IM) in Accenture Support Fulfillment,Virtual,Active,France,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2020,Delivery,Class 1
A06375,Incident Management (IM) in Accenture Support Fulfillment,Virtual,Active,France,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2020,Delivery,Class 1
A06375,Incident Management (IM) in Accenture Support Fulfillment,Virtual,Active,France,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2021,Delivery,Class 1
A06375,Incident Management (IM) in Accenture Support Fulfillment,Virtual,Active,France,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2021,Delivery,Class 1
A06375,Incident Management (IM) in Accenture Support Fulfillment,Virtual,Active,Belgium,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2019,Delivery,Class 0
A06375,Incident Management (IM) in Accenture Support Fulfillment,Virtual,Active,Belgium,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2019,Delivery,Class 0
A06441,Problem Management (PM) in Accenture Support Fulfillment,Virtual,Active,France,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2020,Delivery,Class 0
A06522,Change and Release Management (CRM) in Accenture Support Fulfillment,Virtual,Active,France,ServiceNow,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,Cloud Service Management,1.0,0.0,0.0,0.0,0.0,2020,Delivery,Class 0
A06813,Communication and Media Masterclass,Classroom,Active,France,Cloud Strategy and Assessment,Discretionary,Accenture Central,Central,MS Teams,Virtual,Cloud Application Advisory,15.0,0.0,0.0,125.0,0.0,2021,Cross Accenture,Class 2
A06813,Communication and Media Masterclass,Classroom,Active,France,Cloud Strategy and Assessment,Discretionary,Accenture Central,Central,MS Teams,Virtual,Cloud Application Advisory,15.0,0.0,0.0,125.0,0.0,2021,Cross Accenture,Class 2
A06813,Communication and Media Masterclass,Classroom,Active,France,Cloud Strategy and Assessment,Discretionary,Accenture Central,Central,MS Teams,Virtual,Cloud Application Advisory,9.0,0.0,0.0,220.0,0.0,2022,Cross Accenture,Class 7
A06813,Communication and Media Masterclass,Classroom,Active,France,Cloud Strategy and Assessment,Discretionary,Accenture Central,Central,MS Teams,Virtual,Cloud Application Advisory,9.0,0.0,0.0,220.0,0.0,2022,Cross Accenture,Class 7
A06906,Formation Exalead: fonctionnel,Classroom,Cancelled,France,Siemens eMeter,Discretionary,Accenture Local,Local,MS Teams,Virtual,Transmission & Distribution,8.0,0.0,0.0,0.0,0.0,2020,Cross Accenture,Class 3
A06991,Bootcamp SAP EWM  Advanced (Classroom) -  Extented Warehouse Management,Classroom,Cancelled,France,SAP EWM Extended Warehouse Management,Discretionary,Accenture Local,Local,MS Teams,Virtual,SAP Warehousing,24.0,0.0,0.0,0.0,0.0,2021,IPS,Class 1
A06991,Bootcamp SAP EWM  Advanced (Classroom) -  Extented Warehouse Management,Classroom,Cancelled,France,SAP EWM Extended Warehouse Management,Discretionary,Accenture Local,Local,MS Teams,Virtual,SAP Warehousing,24.0,0.0,0.0,0.0,0.0,2021,IPS,Class 1
A07231,Oracle Certification Prep Seminar (Non ATC),Classroom,Active,France,Oracle Cloud,Discretionary,Oracle University Emea,Central,MS Teams,Virtual,Cloud Infra Implementation,2.0,0.0,0.0,100.0,0.0,2020,IPS,Class 1
A07248,Oracle Guided Training Event,Classroom,Active,France,Oracle Cloud,Discretionary,Oracle University Emea,Central,MS Teams,Virtual,Cloud Infra Implementation,12.0,0.0,0.0,250.0,0.0,2020,IPS,Class 2
A07846,SI Solution Architecture Core Training - VILT,Classroom,Active,France,Solution Architecting,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,20.0,0.0,0.0,300.0,0.0,2020,Core Curriculum,Class 1
A07846,SI Solution Architecture Core Training - VILT,Classroom,Active,France,Solution Architecting,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,20.0,0.0,0.0,300.0,0.0,2020,Core Curriculum,Class 1
A07846,SI Solution Architecture Core Training - VILT,Classroom,Active,France,Solution Architecting,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,20.0,0.0,0.0,75.0,0.0,2021,Core Curriculum,Class 2
A07846,SI Solution Architecture Core Training - VILT,Classroom,Active,France,Solution Architecting,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,20.0,0.0,0.0,75.0,0.0,2021,Core Curriculum,Class 2
A07849,Advanced SI Solution Architect - VILT,Classroom,Active,France,Deal Shaping,Discretionary,Accenture Central,Central,MS Teams,Virtual,Supplier Strategy,20.0,0.0,0.0,37.5,0.0,2021,Cross Technology,Class 2
A07849,Advanced SI Solution Architect - VILT,Classroom,Active,France,Deal Shaping,Discretionary,Accenture Central,Central,MS Teams,Virtual,Supplier Strategy,20.0,0.0,0.0,37.5,0.0,2021,Cross Technology,Class 2
A07852,Application Outsourcing Solution Architect Essentials - VILT,Classroom,Active,France,Solution Architecting,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,24.0,0.0,0.0,100.0,0.0,2020,Cross Technology,Class 0
A07852,Application Outsourcing Solution Architect Essentials - VILT,Classroom,Active,France,Solution Architecting,Discretionary,Accenture Central,Central,MS Teams,Virtual,-,24.0,0.0,0.0,100.0,0.0,2020,Cross Technology,Class 0
A07951,SOCIALIZING FOR NETWORKING,Classroom,Active,France,Business Insight,Discretionary,TELELANGUE,Local,Live Meeting,Classroom,-,4.0,0.0,0.0,122.529,0.0,2019,Cross Accenture,Class 2
A07951,SOCIALIZING FOR NETWORKING,Classroom,Active,France,Business Insight,Discretionary,TELELANGUE,Local,Live Meeting,Classroom,-,4.0,0.0,0.0,122.529,0.0,2019,Cross Accenture,Class 2
A07951,SOCIALIZING FOR NETWORKING,Classroom,Active,France,Business Insight,Discretionary,TELELANGUE,Local,Live Meeting,Classroom,-,4.0,0.0,0.0,245.058,0.0,2020,Cross Accenture,Class 3
