Course Name,Course Type,Course Status,Country/Territory,Priority,Training Provider,Managed Type,Delivery Tool Platform,Display Course Type,Course Hours,Year,Participants,Main Domain
ISDI - CRT261 Préparation à la certification Service Cloud Consultant,Classroom,Active,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,8.0,2021,5.0,Cloud First
"ORSYS - PMP®, préparation à la certification",Classroom,Active,France,Discretionary,ORSYS,Local,-,Classroom,35.0,2021,4.0,Delivery
"ORSYS - PMP®, préparation à la certification",Classroom,Active,France,Discretionary,ORSYS,Local,-,Classroom,35.0,2021,4.0,Delivery
OCTO ACADEMY - Découvrir les démarches et la culture agile,Classroom,Cancelled,France,Discretionary,Octo Academy,Local,-,Classroom,14.0,2020,12.0,Core Curriculum
PERFORMANCE CONSULTANTS FRANCE -  Accompagnement individuel post « Les clés du coaching » à distance,Classroom,Cancelled,France,Discretionary,PERFORMANCE CONSULTANTS FRANCE,Local,MS Teams,Virtual,3.0,2021,1.0,Leadership Development
PERFORMANCE CONSULTANTS FRANCE -  Accompagnement individuel post « Les clés du coaching » à distance,Classroom,Cancelled,France,Discretionary,PERFORMANCE CONSULTANTS FRANCE,Local,MS Teams,Virtual,3.0,2021,1.0,Leadership Development
Denis Kerdraon - Media Training,Classroom,Active,France,Discretionary,Denis Kerdraon,Local,MS Teams,Virtual,3.0,2021,1.0,Cross Accenture
Denis Kerdraon - Media Training,Classroom,Active,France,Discretionary,Denis Kerdraon,Local,MS Teams,Virtual,3.0,2021,1.0,Cross Accenture
Actinuum - Formation certifiante Prince2 Foundation,Classroom,Cancelled,France,Discretionary,Actinuum,Local,Zoom,Virtual,21.0,2020,1.0,Delivery
Salesforce - Programmatic Development Using Apex and Visualforce in Lightning Exper (DEX-450),Classroom,Active,France,Discretionary,SALESFORCE,Local,Zoom,Virtual,40.0,2021,1.0,IPS
Salesforce - Programmatic Development Using Apex and Visualforce in Lightning Exper (DEX-450),Classroom,Active,France,Discretionary,SALESFORCE,Local,Zoom,Virtual,40.0,2021,1.0,IPS
ISDI - Essentials for Marketing Cloud Email Marketers (EEB-101),Classroom,Cancelled,France,Discretionary,ISDI Education France,Local,Telepresence,Virtual,40.0,2020,1.0,Cloud First
Cours de langue en virtuel avec Rosetta Stone,Classroom,Active,France,Discretionary,Rosetta Stone,Local,MS Teams,Virtual,20.0,2022,1.0,Cross Accenture
Cours de langue en virtuel avec Rosetta Stone,Classroom,Active,France,Discretionary,Rosetta Stone,Local,MS Teams,Virtual,20.0,2022,1.0,Cross Accenture
Telelangue-english - cours individuels par téléphone,Classroom,Active,France,Discretionary,TELELANGUE - France,Local,Telepresence,Virtual,20.0,2021,1.0,Cross Accenture
Telelangue-english - cours individuels par téléphone,Classroom,Active,France,Discretionary,TELELANGUE - France,Local,Telepresence,Virtual,20.0,2021,1.0,Cross Accenture
Interactifs - Coaching téléphonique,Classroom,Active,France,Discretionary,Interactifs,Local,Zoom,Virtual,4.0,2021,1.0,Leadership Development
Interactifs - Coaching téléphonique,Classroom,Active,France,Discretionary,Interactifs,Local,Zoom,Virtual,4.0,2021,1.0,Leadership Development
Telelangue - 20h de cours d'anglais pour améliorer l’oral,Classroom,Active,France,Discretionary,TELELANGUE - France,Local,-,Classroom,20.0,2020,1.0,Cross Accenture
Telelangue - 20h de cours d'anglais pour améliorer l’oral,Classroom,Active,France,Discretionary,TELELANGUE - France,Local,-,Classroom,20.0,2020,1.0,Cross Accenture
Telelangue - 20h de cours d'anglais pour améliorer l’oral,Classroom,Active,France,Discretionary,TELELANGUE - France,Local,-,Classroom,20.0,2021,15.0,Cross Accenture
Telelangue - 20h de cours d'anglais pour améliorer l’oral,Classroom,Active,France,Discretionary,TELELANGUE - France,Local,-,Classroom,20.0,2021,15.0,Cross Accenture
Diafora- Leadership au féminin,Classroom,Active,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,16.0,2021,1.0,Cross Accenture
Diafora- Leadership au féminin,Classroom,Active,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,16.0,2021,1.0,Cross Accenture
Diafora-Jeunes talents féminins,Classroom,Cancelled,France,Discretionary,DIAFORA,Local,Telepresence,Virtual,8.0,2021,1.0,Cross Accenture
Diafora-Jeunes talents féminins,Classroom,Cancelled,France,Discretionary,DIAFORA,Local,Telepresence,Virtual,8.0,2021,1.0,Cross Accenture
Diafora-Jeunes Talents Féminins,Classroom,Cancelled,France,Discretionary,DIAFORA,Local,Telepresence,Virtual,8.0,2021,1.0,Cross Accenture
DIAFORA - Jeunes Talents Féminins,Classroom,Active,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,8.0,2021,1.0,Cross Accenture
DIAFORA - Jeunes Talents Féminins,Classroom,Active,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,8.0,2021,1.0,Cross Accenture
Forescout SilentDefense™ Engineer Training and Certification,Classroom,Cancelled,France,Discretionary,Forescout,Local,Webcast,Virtual,24.0,2020,1.0,Cross Accenture
"Orsys - VIRTUEL: Formation PRINCE2® 2017, Foundation, certification",Classroom,Cancelled,France,Discretionary,ORSYS,Local,MS Teams,Virtual,21.0,2021,1.0,Delivery
Changers - Développement de soi,Classroom,Active,France,Discretionary,MDC Conseil,Local,MS Teams,Virtual,11.0,2022,1.0,Cross Accenture
Changers - Développement de soi,Classroom,Active,France,Discretionary,MDC Conseil,Local,MS Teams,Virtual,11.0,2022,1.0,Cross Accenture
Global Knowledge - Lean Six Sigma Green Belt (2ème niveau),Classroom,Cancelled,France,Discretionary,Global Knowledge,Local,-,Classroom,40.0,2021,1.0,Cross Accenture
Umanapi - Programme Efficacité Professionnelle (Process Comm),Classroom,Cancelled,France,Discretionary,Umanapi,Local,MS Teams,Virtual,24.0,2020,1.0,Cross Accenture
CEGOS - Identifier et anticiper les fraudes,Classroom,Active,France,Discretionary,CEGOS,Local,MS Teams,Virtual,14.0,2021,1.0,Cross Accenture
CEGOS - Identifier et anticiper les fraudes,Classroom,Active,France,Discretionary,CEGOS,Local,MS Teams,Virtual,14.0,2021,1.0,Cross Accenture
CEGOS - Prince2 Foundation,Classroom,Active,France,Discretionary,CEGOS,Local,MS Teams,Virtual,21.0,2021,1.0,Delivery
CEGOS - Prince2 Foundation,Classroom,Active,France,Discretionary,CEGOS,Local,MS Teams,Virtual,21.0,2021,1.0,Delivery
M2i Formation Paris - Leading SAFe-Certification SAFe Agilist,Classroom,Cancelled,France,Discretionary,M2i Formation Paris,Local,MS Teams,Virtual,14.0,2021,2.0,Core Curriculum
Isdi- DEX403,Classroom,Active,France,Discretionary,ISDI Education France,Local,Telepresence,Virtual,40.0,2021,1.0,Cross Accenture
Isdi- DEX403,Classroom,Active,France,Discretionary,ISDI Education France,Local,Telepresence,Virtual,40.0,2021,1.0,Cross Accenture
"Global Knowledge-IS27001LA, ISO/IEC 27001 Sécurité de l'information : Lead Auditor",Classroom,Cancelled,France,Discretionary,Global Knowledge,Local,MS Teams,Virtual,0.0,2020,1.0,Delivery
Labs on Mars - Formation Data Science SEO,Classroom,Active,France,Discretionary,Labs on Mars,Local,MS Teams,Virtual,16.0,2021,1.0,Cross Accenture
Labs on Mars - Formation Data Science SEO,Classroom,Active,France,Discretionary,Labs on Mars,Local,MS Teams,Virtual,16.0,2021,1.0,Cross Accenture
ISDI - DEX450,Classroom,Active,France,Discretionary,ISDI Education France,Local,Telepresence,Virtual,40.0,2021,1.0,Cross Accenture
ISDI - DEX450,Classroom,Active,France,Discretionary,ISDI Education France,Local,Telepresence,Virtual,40.0,2021,1.0,Cross Accenture
SailPoint-IdentityIQ Implementation: Advanced Provisioning and Workflows v8.1,Classroom,Active,France,Discretionary,SailPoint Technologies,Local,Telepresence,Virtual,35.0,2021,1.0,Cross Accenture
SailPoint-IdentityIQ Implementation: Advanced Provisioning and Workflows v8.1,Classroom,Active,France,Discretionary,SailPoint Technologies,Local,Telepresence,Virtual,35.0,2021,1.0,Cross Accenture
"IB Groupe Cegos- Conception d'interfaces graphiques full JavaScript avec Angular, TypeScript et Bootstrap",Classroom,Cancelled,France,Discretionary,IB Groupe Cegos,Local,MS Teams,Virtual,35.0,2020,1.0,Cross Accenture
Diafora - Marketing de soi : Renforcer sa visibilité et son image dans le contexte actuel,Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,8.0,2019,4.0,Cross Accenture
Diafora - Marketing de soi : Renforcer sa visibilité et son image dans le contexte actuel,Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,8.0,2019,4.0,Cross Accenture
Diafora - Marketing de soi : Renforcer sa visibilité et son image dans le contexte actuel,Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,8.0,2020,13.0,Cross Accenture
Diafora - Marketing de soi : Renforcer sa visibilité et son image dans le contexte actuel,Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,8.0,2020,13.0,Cross Accenture
Diafora - Marketing de soi : Renforcer sa visibilité et son image dans le contexte actuel,Classroom,Active,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,8.0,2021,19.0,Cross Accenture
Diafora - Marketing de soi : Renforcer sa visibilité et son image dans le contexte actuel,Classroom,Active,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,8.0,2021,19.0,Cross Accenture
"IB Groupe Cegos-Les fondamentaux du développement d'interfaces graphiques avec HTML5, CSS4 et JavaScript",Classroom,Cancelled,France,Discretionary,IB Groupe Cegos,Local,MS Teams,Virtual,35.0,2021,1.0,Cross Accenture
CapGemini - Implementing SAFe (5.1),Classroom,Active,France,Discretionary,Cap Gemini Academy,Local,MS Teams,Virtual,36.0,2021,1.0,Cross Accenture
CapGemini - Implementing SAFe (5.1),Classroom,Active,France,Discretionary,Cap Gemini Academy,Local,MS Teams,Virtual,36.0,2021,1.0,Cross Accenture
ORSC - Module 3 : Session Géographie,Classroom,Active,France,Discretionary,ORSC,Local,MS Teams,Virtual,24.0,2021,1.0,Cross Accenture
"ORSYS-Formation Big Data, synthèse technique",Classroom,Active,France,Discretionary,ORSYS,Local,Telepresence,Virtual,16.0,2021,1.0,Cross Accenture
Diafora-Marketing de soi,Classroom,Cancelled,France,Discretionary,DIAFORA,Local,Telepresence,Virtual,8.0,2021,1.0,Cross Accenture
Diafora-Marketing de soi,Classroom,Cancelled,France,Discretionary,DIAFORA,Local,Telepresence,Virtual,8.0,2021,1.0,Cross Accenture
"Orsys - Formation ISTQB® niveau avancé CTAL, Test Manager, certification (classe à distance)",Classroom,Cancelled,France,Discretionary,ORSYS,Local,Webcast,Virtual,35.0,2021,1.0,IPS
"SAP France - Autorisations, Sécurité et Scénarios SAP HANA (HA240)",Classroom,Cancelled,France,Discretionary,SAP - France,Local,MS Teams,Virtual,24.0,2021,1.0,IPS
"SAP France - Autorisations, Sécurité et Scénarios SAP HANA (HA240)",Classroom,Cancelled,France,Discretionary,SAP - France,Local,MS Teams,Virtual,24.0,2021,1.0,IPS
Global Knowledge - ISO/IEC 27001 Sécurité de l'information : Lead Implementer,Classroom,Cancelled,France,Discretionary,Global Knowledge,Local,Zoom,Virtual,40.0,2021,2.0,Delivery
Diafora-Marketing de Soi,Classroom,Cancelled,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,8.0,2020,1.0,Cross Accenture
ServiceNow - Human Resources (HR) Implementation,Classroom,Active,France,Discretionary,ServiceNow,Local,MS Teams,Virtual,16.0,2021,2.0,Cloud First
ServiceNow - Human Resources (HR) Implementation,Classroom,Active,France,Discretionary,ServiceNow,Local,MS Teams,Virtual,16.0,2021,2.0,Cloud First
ServiceNow - Human Resources (HR) Implementation,Classroom,Active,Belgium,Discretionary,ServiceNow,Local,MS Teams,Virtual,16.0,2022,3.0,Cloud First
ServiceNow - Human Resources (HR) Implementation,Classroom,Active,Belgium,Discretionary,ServiceNow,Local,MS Teams,Virtual,16.0,2022,3.0,Cloud First
Ifoyaka - Coaching,Classroom,Active,France,Discretionary,Ifoyaka,Local,MS Teams,Virtual,2.0,2021,2.0,Leadership Development
Ifoyaka - Coaching,Classroom,Active,France,Discretionary,Ifoyaka,Local,MS Teams,Virtual,2.0,2021,2.0,Leadership Development
Diafora-Jeunes Talents Féminins,Classroom,Cancelled,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,8.0,2021,1.0,Cross Accenture
DIAFORA - Jeunes Talents Féminins,Classroom,Active,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,8.0,2021,1.0,Cross Accenture
DIAFORA - Jeunes Talents Féminins,Classroom,Active,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,8.0,2021,1.0,Cross Accenture
Diafora-Marketing de Soi,Classroom,Cancelled,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,8.0,2021,1.0,Cross Accenture
Actinuum - Leading SAFe,Classroom,Active,France,Discretionary,Actinuum,Local,MS Teams,Virtual,15.0,2021,2.0,Cross Accenture
Actinuum - Leading SAFe,Classroom,Active,France,Discretionary,Actinuum,Local,MS Teams,Virtual,15.0,2021,2.0,Cross Accenture
DIAFORA-Marketing de Soi,Classroom,Cancelled,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,8.0,2021,1.0,Cross Accenture
MIT Sloan-Artificial Intelligence: Implications for Business Strategy,Classroom,Active,France,Discretionary,MIT Sloan,Local,Telepresence,Virtual,48.0,2021,3.0,Cross Accenture
MIT Sloan-Artificial Intelligence: Implications for Business Strategy,Classroom,Active,France,Discretionary,MIT Sloan,Local,Telepresence,Virtual,48.0,2021,3.0,Cross Accenture
Salesforce - Integrating with the Salesforce Platform in Lightning Experience (DEX-502),Classroom,Active,France,Discretionary,SALESFORCE,Local,MS Teams,Virtual,32.0,2021,1.0,IPS
Salesforce - Integrating with the Salesforce Platform in Lightning Experience (DEX-502),Classroom,Active,France,Discretionary,SALESFORCE,Local,MS Teams,Virtual,32.0,2021,1.0,IPS
ISDI  - Configurer et Administrer une solution Salesforce CPQ (CPQ-301),Classroom,Active,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,40.0,2021,4.0,IPS
ISDI  - Configurer et Administrer une solution Salesforce CPQ (CPQ-301),Classroom,Active,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,40.0,2021,4.0,IPS
DEMOS - VIRTUEL- Préparer sa retraite et son nouveau projet de vie,Classroom,Cancelled,France,Discretionary,Demos,Local,MS Teams,Virtual,21.0,2020,1.0,Cross Accenture
ISDI - L’Administration pour les nouveaux administrateurs avec l’expérience Lightning (ADX-201),Classroom,Active,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,40.0,2021,3.0,Cross Accenture
ISDI - L’Administration pour les nouveaux administrateurs avec l’expérience Lightning (ADX-201),Classroom,Active,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,40.0,2021,3.0,Cross Accenture
Training Board,Classroom,Active,France,Discretionary,Board,Local,MS Teams,Virtual,28.0,2021,1.0,Cross Accenture
Training Board,Classroom,Active,France,Discretionary,Board,Local,MS Teams,Virtual,28.0,2021,1.0,Cross Accenture
Diafora-Jeunes Talents Féminins,Classroom,Active,France,Discretionary,DIAFORA,Local,Telepresence,Virtual,8.0,2021,1.0,Cross Accenture
Diafora-Jeunes Talents Féminins,Classroom,Active,France,Discretionary,DIAFORA,Local,Telepresence,Virtual,8.0,2021,1.0,Cross Accenture
Formation en ligne Growth Hacking,Classroom,Cancelled,France,Discretionary,Lion SAS,Local,Webcast,Virtual,25.0,2021,1.0,Security
Lexfo - Réponse à Incident de Sécurité,Classroom,Active,France,Discretionary,Lexfo,Local,-,Classroom,24.0,2021,1.0,Cross Accenture
Lexfo - Réponse à Incident de Sécurité,Classroom,Active,France,Discretionary,Lexfo,Local,-,Classroom,24.0,2021,1.0,Cross Accenture
PERFORMANCE CONSULTANTS FRANCE-Accompagnement post formation les clés du coaching » session à distance,Classroom,Cancelled,France,Discretionary,PERFORMANCE CONSULTANTS FRANCE,Local,Telepresence,Virtual,3.0,2021,1.0,Leadership Development
Salesforce-Amazon Connect,Classroom,Cancelled,France,Discretionary,SALESFORCE,Local,-,Classroom,16.0,2021,1.0,IPS
Diafora-Marketing de Soi,Classroom,Active,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,8.0,2021,1.0,Cross Accenture
Diafora-Marketing de Soi,Classroom,Active,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,8.0,2021,1.0,Cross Accenture
ISDI Education France - L’Administration pour les nouveaux administrateurs avec l’expérience Lightning,Classroom,Active,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,40.0,2021,3.0,Cross Accenture
ISDI Education France - L’Administration pour les nouveaux administrateurs avec l’expérience Lightning,Classroom,Active,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,40.0,2021,3.0,Cross Accenture
Labs on Mars - Formation Data Science SEO,Classroom,Active,France,Discretionary,Labs on Mars,Local,MS Teams,Virtual,16.0,2021,1.0,Cross Accenture
Labs on Mars - Formation Data Science SEO,Classroom,Active,France,Discretionary,Labs on Mars,Local,MS Teams,Virtual,16.0,2021,1.0,Cross Accenture
XL formation - LEAN SIX SIGMA NIVEAU GREEN BELT,Classroom,Active,France,Discretionary,XL formation,Local,-,Classroom,56.0,2022,1.0,Cross Accenture
XL formation - LEAN SIX SIGMA NIVEAU GREEN BELT,Classroom,Active,France,Discretionary,XL formation,Local,-,Classroom,56.0,2022,1.0,Cross Accenture
DIAFORA - Jeunes Talents Féminins : Construire un parcours professionnel réussi,Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,8.0,2020,23.0,Cross Accenture
DIAFORA - Jeunes Talents Féminins : Construire un parcours professionnel réussi,Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,8.0,2020,23.0,Cross Accenture
DIAFORA - Jeunes Talents Féminins : Construire un parcours professionnel réussi,Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,8.0,2019,4.0,Cross Accenture
DIAFORA - Jeunes Talents Féminins : Construire un parcours professionnel réussi,Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,8.0,2019,4.0,Cross Accenture
DIAFORA - Jeunes Talents Féminins : Construire un parcours professionnel réussi,Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,8.0,2021,33.0,Cross Accenture
DIAFORA - Jeunes Talents Féminins : Construire un parcours professionnel réussi,Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,8.0,2021,33.0,Cross Accenture
ISDI - Mettre en oeuvre Field Service Lightning (FSL-201),Classroom,Active,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,24.0,2021,1.0,Cross Accenture
ISDI - Mettre en oeuvre Field Service Lightning (FSL-201),Classroom,Active,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,24.0,2021,1.0,Cross Accenture
Orsys-Formation ITIL 4 Foundation avec certification,Classroom,Active,France,Discretionary,ORSYS,Local,Telepresence,Virtual,20.0,2021,1.0,Delivery
Orsys-Formation ITIL 4 Foundation avec certification,Classroom,Active,France,Discretionary,ORSYS,Local,Telepresence,Virtual,20.0,2021,1.0,Delivery
ORSYS-Formation Bases de données et langage SQL pour non-informaticiens,Classroom,Cancelled,France,Discretionary,ORSYS,Local,-,Classroom,24.0,2021,1.0,Cross Accenture
"Orsys - Formation PMP, préparation à la certification PMBOK",Classroom,Active,France,Discretionary,ORSYS,Local,MS Teams,Virtual,40.0,2021,1.0,Delivery
"Orsys - Formation PMP, préparation à la certification PMBOK",Classroom,Active,France,Discretionary,ORSYS,Local,MS Teams,Virtual,40.0,2021,1.0,Delivery
SAP France - Concept d'Autorisation pour SAP S/4HANA (ADM945),Classroom,Active,France,Discretionary,SAP - France,Local,MS Teams,Virtual,14.0,2021,1.0,IPS
SAP France - Concept d'Autorisation pour SAP S/4HANA (ADM945),Classroom,Active,France,Discretionary,SAP - France,Local,MS Teams,Virtual,14.0,2021,1.0,IPS
Elysées Langues -  Anglais Professionnel Niveau 2,Classroom,Active,France,Discretionary,Elysées Langues,Local,MS Teams,Virtual,42.0,2021,1.0,Cross Accenture
Elysées Langues -  Anglais Professionnel Niveau 2,Classroom,Active,France,Discretionary,Elysées Langues,Local,MS Teams,Virtual,42.0,2021,1.0,Cross Accenture
Cegos : S’affirmer dans ses relations professionnelles - Assertivité les bases,Classroom,Cancelled,France,Discretionary,CEGOS - France,Local,Zoom,Virtual,14.0,2021,1.0,Cross Accenture
Cegos : S’affirmer dans ses relations professionnelles - Assertivité les bases,Classroom,Cancelled,France,Discretionary,CEGOS - France,Local,Zoom,Virtual,14.0,2021,1.0,Cross Accenture
Scalefree - Data Vault 2.0 Developer Boot Camp with Certification,Classroom,Active,France,Discretionary,Scalefree,Local,MS Teams,Virtual,24.0,2021,1.0,Cross Accenture
Scalefree - Data Vault 2.0 Developer Boot Camp with Certification,Classroom,Active,France,Discretionary,Scalefree,Local,MS Teams,Virtual,24.0,2021,1.0,Cross Accenture
Salesforce - Administer and Maintain Service Cloud (ADX-261),Classroom,Active,France,Discretionary,SALESFORCE,Local,Zoom,Virtual,16.0,2021,1.0,Cloud First
Salesforce - Administer and Maintain Service Cloud (ADX-261),Classroom,Active,France,Discretionary,SALESFORCE,Local,Zoom,Virtual,16.0,2021,1.0,Cloud First
Salesforce - Certification Preparation for Service Cloud Consultant (CRT-261),Classroom,Active,France,Discretionary,SALESFORCE,Local,Zoom,Virtual,8.0,2021,1.0,Cloud First
Salesforce - Certification Preparation for Service Cloud Consultant (CRT-261),Classroom,Active,France,Discretionary,SALESFORCE,Local,Zoom,Virtual,8.0,2021,1.0,Cloud First
Denis Kerdraon-Media Training,Classroom,Cancelled,France,Discretionary,Denis Kerdraon,Local,Telepresence,Virtual,4.0,2021,1.0,Cross Accenture
Denis Kerdraon-Media Training,Classroom,Cancelled,France,Discretionary,Denis Kerdraon,Local,Telepresence,Virtual,4.0,2021,1.0,Cross Accenture
CNPP - SMSI - Connaître le système de mise en sécurité incendie,Classroom,Cancelled,France,Discretionary,CNPP,Local,-,Classroom,21.0,2021,1.0,Cross Accenture
Koena-M6 : Auditeur : tester l’accessibilité des sites et applications,Classroom,Cancelled,France,Discretionary,Koena,Local,Telepresence,Virtual,28.0,2021,2.0,IPS
Koena-M6 : Auditeur : tester l’accessibilité des sites et applications,Classroom,Cancelled,France,Discretionary,Koena,Local,Telepresence,Virtual,28.0,2021,2.0,IPS
Mediatraining,Classroom,Cancelled,France,Discretionary,Denis Kerdraon,Local,MS Teams,Virtual,3.0,2021,1.0,Cross Accenture
"Diafora - Leadership, 1ère Partie : Jouer un plus grand rôle en tant que leader dans un monde en évolution",Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,16.0,2020,5.0,Cross Accenture
"Diafora - Leadership, 1ère Partie : Jouer un plus grand rôle en tant que leader dans un monde en évolution",Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,16.0,2020,5.0,Cross Accenture
"Diafora - Leadership, 1ère Partie : Jouer un plus grand rôle en tant que leader dans un monde en évolution",Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,16.0,2019,2.0,Cross Accenture
"Diafora - Leadership, 1ère Partie : Jouer un plus grand rôle en tant que leader dans un monde en évolution",Classroom,Active,France,Discretionary,DIAFORA,Local,-,Classroom,16.0,2019,2.0,Cross Accenture
"Diafora - Leadership, 1ère Partie : Jouer un plus grand rôle en tant que leader dans un monde en évolution",Classroom,Active,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,16.0,2021,7.0,Cross Accenture
"Diafora - Leadership, 1ère Partie : Jouer un plus grand rôle en tant que leader dans un monde en évolution",Classroom,Active,France,Discretionary,DIAFORA,Local,MS Teams,Virtual,16.0,2021,7.0,Cross Accenture
Comisk - Accompagnement individual/coaching,Classroom,Active,France,Discretionary,COMISK,Local,MS Teams,Virtual,12.5,2021,1.0,Leadership Development
Comisk - Accompagnement individual/coaching,Classroom,Active,France,Discretionary,COMISK,Local,MS Teams,Virtual,12.5,2021,1.0,Leadership Development
Evoluteam - [VIRTUAL] Améliorer son organisation pour gagner en efficacité,Classroom,Cancelled,France,Discretionary,Evoluteam,Local,MS Teams,Virtual,14.0,2021,1.0,Cross Accenture
CFA Level II,Classroom,Cancelled,France,Discretionary,TOP FINANCE,Local,-,Classroom,60.0,2021,1.0,Cross Accenture
"Orsys - Formation Docker, créer et administrer ses conteneurs virtuels d'applications",Classroom,Cancelled,France,Discretionary,ORSYS,Local,-,Classroom,24.0,2021,1.0,Cross Accenture
HS2 - ISO 27001 Lead implementer,Classroom,Active,France,Discretionary,HS2,Local,-,Classroom,40.0,2021,2.0,Delivery
HS2 - ISO 27001 Lead implementer,Classroom,Active,France,Discretionary,HS2,Local,-,Classroom,40.0,2021,2.0,Delivery
Pairspectives - Accompagnement individuel 11h,Classroom,Active,France,Discretionary,Pairspectives,Local,Zoom,Virtual,11.0,2022,1.0,Cross Accenture
Pairspectives - Accompagnement individuel 11h,Classroom,Active,France,Discretionary,Pairspectives,Local,Zoom,Virtual,11.0,2022,1.0,Cross Accenture
Pairspectives RH - Executive Coaching,Classroom,Active,France,Discretionary,Pairspectives,Local,MS Teams,Virtual,12.0,2021,1.0,Leadership Development
Pairspectives RH - Executive Coaching,Classroom,Active,France,Discretionary,Pairspectives,Local,MS Teams,Virtual,12.0,2021,1.0,Leadership Development
Denis Kerdraon-Media Training,Classroom,Active,France,Discretionary,Denis Kerdraon,Local,MS Teams,Virtual,4.0,2021,1.0,Cross Accenture
Denis Kerdraon-Media Training,Classroom,Active,France,Discretionary,Denis Kerdraon,Local,MS Teams,Virtual,4.0,2021,1.0,Cross Accenture
Telelangue - English Coaching 10 h,Classroom,Active,France,Discretionary,TELELANGUE - France,Local,MS Teams,Virtual,10.0,2022,1.0,Cross Accenture
Telelangue - English Coaching 10 h,Classroom,Active,France,Discretionary,TELELANGUE - France,Local,MS Teams,Virtual,10.0,2022,1.0,Cross Accenture
FCT Solutions-Formation Scrum Master + Certification Session virtuelle,Classroom,Cancelled,France,Discretionary,FCT Solutions,Local,Telepresence,Virtual,14.0,2021,1.0,Core Curriculum
Lelaptop-.Certificat Design Sprint,Classroom,Active,France,Discretionary,Lelaptop,Local,Telepresence,Virtual,45.0,2021,1.0,Core Curriculum
Lelaptop-.Certificat Design Sprint,Classroom,Active,France,Discretionary,Lelaptop,Local,Telepresence,Virtual,45.0,2021,1.0,Core Curriculum
ISDI-Développement d’applications avec Apex et Visualforce,Classroom,Cancelled,France,Discretionary,ISDI Education France,Local,MS Teams,Virtual,35.0,2021,1.0,Cross Accenture
Croissance RH - Executive Coaching Blended,Classroom,Cancelled,France,Discretionary,Croissance RH,Local,Telepresence,Virtual,12.5,2021,1.0,Leadership Development
Alchimie Conseil - Coaching à distance Développement de soi,Classroom,Active,France,Discretionary,Alchimie Conseil,Local,MS Teams,Virtual,10.0,2022,1.0,Cross Accenture
Alchimie Conseil - Coaching à distance Développement de soi,Classroom,Active,France,Discretionary,Alchimie Conseil,Local,MS Teams,Virtual,10.0,2022,1.0,Leadership Development
"XL Formation - Green Belt Lean, formation certifiante",Classroom,Active,France,Discretionary,XL formation,Local,MS Teams,Virtual,24.0,2021,1.0,Sustainability
"XL Formation - Green Belt Lean, formation certifiante",Classroom,Active,France,Discretionary,XL formation,Local,MS Teams,Virtual,24.0,2021,1.0,Sustainability
Telelangue-Cours d'anglais individuel par téléphone,Classroom,Cancelled,France,Discretionary,TELELANGUE - France,Local,Telepresence,Virtual,20.0,2021,1.0,Cross Accenture
Telelangue-Cours d'anglais individuel par téléphone,Classroom,Cancelled,France,Discretionary,TELELANGUE - France,Local,Telepresence,Virtual,20.0,2021,1.0,Cross Accenture
Training Partnet,Classroom,Cancelled,France,Discretionary,Mirakl,Local,MS Teams,Virtual,8.5,2021,1.0,Cross Accenture
