Course Code,Course Name,Course Type,Course Status,Country/Territory,Course Skill,Priority,Training Provider,Managed Type,Delivery Tool Platform,Display Course Type,Specialization,Course Hours,Estimated Housing,Estimated Transportation,Estimated Tuition,Estimated Other,Year,Participants,Main Domain
0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,2020,1.0,0.050000000000000044
0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,2020,1.0,0.050000000000000044
0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,35.0,0.0,0.0,0.0,0.0,2019,7.0,0.050000000000000044
0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,35.0,0.0,0.0,0.0,0.0,2019,7.0,0.050000000000000044
0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,35.0,0.0,0.0,0.0,0.0,2020,34.0,0.050000000000000044
0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,35.0,0.0,0.0,0.0,0.0,2020,34.0,0.050000000000000044
0.050656140283799216,0.051500835634057954,0.053415208845549275,0.05520101610672603,0.059206469920370916,0.05210012291175301,0.050772741319611,0.05288501259282976,0.05205531076936442,0.060959156517533905,0.05224793569095551,0.05541388943624682,2.0,0.0,0.0,0.0,0.0,2020,8.0,0.05752854893961544
0.05032864801003656,0.05101992531339611,0.05140071653368706,0.05154395200717806,0.05000000000181666,0.05177594866990287,0.052282121405213065,0.05417460540742668,0.05078920964469657,0.05188305731534021,0.05191023931586873,0.05142798847753982,2.0,0.0,0.0,0.0,0.0,2020,8.0,0.051042218520549305
0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,16.0,0.0,0.0,850.0,0.0,2020,6.0,0.050000000000000044
0.0503380549824233,0.050914885034821715,0.051383213686542584,0.05099071281290913,0.051556547031415156,0.051119649380088714,0.052221153012737664,0.0500000021512328,0.05207777876648261,0.05023577153565577,0.051915579962295524,0.05000000587678118,8.0,0.0,0.0,40.0,0.0,2020,3.0,0.05000000169772406
0.0503380549824233,0.050914885034821715,0.051383213686542584,0.05099071281290913,0.051556547031415156,0.051119649380088714,0.052221153012737664,0.0500000021512328,0.05207777876648261,0.05023577153565577,0.051915579962295524,0.05000000587678118,8.0,0.0,0.0,40.0,0.0,2020,3.0,0.05000000169772406
0.05062958262713185,0.052808967866633964,0.0552780856090603,0.05474275379324462,22.03997559752853,0.0531048769356705,0.05358370018037416,0.0508255071666068,0.053018963051331594,0.05427750469469851,0.0541670176187473,0.05854549974582138,3.0,0.0,0.0,32.725,0.0,2020,876.0,0.057456146807225314
0.05062958262713185,0.052808967866633964,0.0552780856090603,0.05474275379324462,22.03997559752853,0.0531048769356705,0.05358370018037416,0.0508255071666068,0.053018963051331594,0.05427750469469851,0.0541670176187473,0.05854549974582138,3.0,0.0,0.0,32.725,0.0,2020,876.0,0.057456146807225314
0.05140393131128931,0.05140970306127714,0.05852444790237603,0.05514010210056791,0.05973741004406315,0.05744934862943151,0.05123991344717916,0.05723837294216677,0.0506784537519575,0.06920163276605587,0.06496590584509045,0.08290460496662055,24.0,0.0,0.0,105.0,0.0,2020,5.0,0.05834881232803568
0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,80.0,0.0,0.0,20.0,0.0,2020,3.0,0.050000000000000044
